t,t+1,delta,tokenized_data
104007139328,104007143424,4096,4096
104007143424,104007147520,4096,4096
104007147520,104007151616,4096,4096
104007151616,104007155712,4096,4096
104007155712,104007159808,4096,4096
104007159808,104007163904,4096,4096
104007163904,104007168000,4096,4096
104007168000,104007172096,4096,4096
104007172096,104007176192,4096,4096
104007176192,104007180288,4096,4096
104007180288,104007184384,4096,4096
104007184384,104007188480,4096,4096
104007188480,104007192576,4096,4096
104007192576,104007196672,4096,4096
104007196672,104007200768,4096,4096
104007200768,104007204864,4096,4096
104007204864,104007208960,4096,4096
104007208960,104007213056,4096,4096
104007213056,104007217152,4096,4096
104007217152,104007221248,4096,4096
104007221248,104007225344,4096,4096
104007225344,104007229440,4096,4096
104007229440,104007233536,4096,4096
104007233536,104007237632,4096,4096
104007237632,104007241728,4096,4096
104007241728,104007245824,4096,4096
104007245824,104007249920,4096,4096
104007249920,104007254016,4096,4096
104007254016,104007258112,4096,4096
104007258112,104007262208,4096,4096
104007262208,104007266304,4096,4096
104007266304,104007270400,4096,4096
104007270400,104007274496,4096,4096
104007274496,104007278592,4096,4096
104007278592,104007282688,4096,4096
104007282688,104007286784,4096,4096
104007286784,104007290880,4096,4096
104007290880,104007294976,4096,4096
104007294976,104007299072,4096,4096
104007299072,104007303168,4096,4096
104007303168,104007307264,4096,4096
104007307264,104007311360,4096,4096
104007311360,104007315456,4096,4096
104007315456,104007319552,4096,4096
104007319552,104007323648,4096,4096
104007323648,104007327744,4096,4096
104007327744,104007331840,4096,4096
104007331840,104007335936,4096,4096
104007335936,104007340032,4096,4096
104007340032,104007344128,4096,4096
104007344128,104007348224,4096,4096
104007348224,104007352320,4096,4096
104007352320,104007356416,4096,4096
104007356416,104007360512,4096,4096
104007360512,104007364608,4096,4096
104007364608,104007368704,4096,4096
104007368704,104007372800,4096,4096
104007372800,104007376896,4096,4096
104007376896,104007380992,4096,4096
104007380992,104007385088,4096,4096
104007385088,104007389184,4096,4096
104007389184,104007393280,4096,4096
104007393280,104007397376,4096,4096
104007397376,104007401472,4096,4096
104007401472,104007405568,4096,4096
104007405568,104007409664,4096,4096
104007409664,104007413760,4096,4096
104007413760,104007417856,4096,4096
104007417856,104007421952,4096,4096
104007421952,104007426048,4096,4096
104007426048,104007430144,4096,4096
104007430144,104007434240,4096,4096
104007434240,104007438336,4096,4096
104007438336,104007442432,4096,4096
104007442432,104007446528,4096,4096
104007446528,104007450624,4096,4096
104007450624,104007454720,4096,4096
104007454720,104007458816,4096,4096
104007458816,104007462912,4096,4096
104007462912,104007467008,4096,4096
104007467008,104007471104,4096,4096
104007471104,104007475200,4096,4096
104007475200,104007479296,4096,4096
104007479296,104007483392,4096,4096
104007483392,104007487488,4096,4096
104007487488,104007491584,4096,4096
104007491584,104007495680,4096,4096
104007495680,104007499776,4096,4096
104007499776,104007503872,4096,4096
104007503872,104007507968,4096,4096
104007507968,104007512064,4096,4096
104007512064,104007516160,4096,4096
104007516160,104007520256,4096,4096
104007520256,104007524352,4096,4096
104007524352,104007528448,4096,4096
104007528448,104007532544,4096,4096
104007532544,104007536640,4096,4096
104007536640,104007540736,4096,4096
104007540736,104007544832,4096,4096
104007544832,104007548928,4096,4096
104007548928,104007553024,4096,4096
104007553024,104007557120,4096,4096
104007557120,104007561216,4096,4096
104007561216,104007565312,4096,4096
104007565312,104007569408,4096,4096
104007569408,104007573504,4096,4096
104007573504,104007577600,4096,4096
104007577600,104007581696,4096,4096
104007581696,104007585792,4096,4096
104007585792,104007589888,4096,4096
104007589888,104007593984,4096,4096
104007593984,104007598080,4096,4096
104007598080,104007602176,4096,4096
104007602176,104007606272,4096,4096
104007606272,104007610368,4096,4096
104007610368,104007614464,4096,4096
104007614464,104007618560,4096,4096
104007618560,104007622656,4096,4096
104007622656,104007626752,4096,4096
104007626752,104007630848,4096,4096
104007630848,104007634944,4096,4096
104007634944,104007639040,4096,4096
104007639040,104007643136,4096,4096
104007643136,104007647232,4096,4096
104007647232,104007651328,4096,4096
104007651328,104007655424,4096,4096
104007655424,104007659520,4096,4096
104007659520,104007663616,4096,4096
104007663616,104007667712,4096,4096
104007667712,104007671808,4096,4096
104007671808,104007675904,4096,4096
104007675904,104007680000,4096,4096
104007680000,104007684096,4096,4096
104007684096,104007688192,4096,4096
104007688192,104007692288,4096,4096
104007692288,104007696384,4096,4096
104007696384,104007700480,4096,4096
104007700480,104007704576,4096,4096
104007704576,104007708672,4096,4096
104007708672,104007712768,4096,4096
104007712768,104007716864,4096,4096
104007716864,104007720960,4096,4096
104007720960,104007725056,4096,4096
104007725056,104007729152,4096,4096
104007729152,104007733248,4096,4096
104007733248,104007737344,4096,4096
104007737344,104007741440,4096,4096
104007741440,104007745536,4096,4096
104007745536,104007749632,4096,4096
104007749632,104007753728,4096,4096
104007753728,104007757824,4096,4096
104007757824,104007761920,4096,4096
104007761920,104007766016,4096,4096
104007766016,104007770112,4096,4096
104007770112,104007774208,4096,4096
104007774208,104007778304,4096,4096
104007778304,104007782400,4096,4096
104007782400,104007786496,4096,4096
104007786496,104007790592,4096,4096
104007790592,104007794688,4096,4096
104007794688,104007798784,4096,4096
104007798784,104007802880,4096,4096
104007802880,104007806976,4096,4096
104007806976,104007811072,4096,4096
104007811072,104007815168,4096,4096
104007815168,104007819264,4096,4096
104007819264,104007823360,4096,4096
104007823360,104007827456,4096,4096
104007827456,104007831552,4096,4096
104007831552,104007835648,4096,4096
104007835648,104007839744,4096,4096
104007839744,104007843840,4096,4096
104007843840,104007847936,4096,4096
104007847936,104007852032,4096,4096
104007852032,104007856128,4096,4096
104007856128,104007860224,4096,4096
104007860224,104007864320,4096,4096
104007864320,104007868416,4096,4096
104007868416,104007872512,4096,4096
104007872512,104007876608,4096,4096
104007876608,104007880704,4096,4096
104007880704,104007884800,4096,4096
104007884800,104007888896,4096,4096
104007888896,104007892992,4096,4096
104007892992,104007897088,4096,4096
104007897088,104007901184,4096,4096
104007901184,104007905280,4096,4096
104007905280,104007909376,4096,4096
104007909376,104007913472,4096,4096
104007913472,104007917568,4096,4096
104007917568,104007921664,4096,4096
104007921664,104007925760,4096,4096
104007925760,104007929856,4096,4096
104007929856,104007933952,4096,4096
104007933952,104007938048,4096,4096
104007938048,104007942144,4096,4096
104007942144,104007946240,4096,4096
104007946240,104007950336,4096,4096
104007950336,104007954432,4096,4096
104007954432,104007958528,4096,4096
104007958528,104007962624,4096,4096
104007962624,104007966720,4096,4096
104007966720,104007970816,4096,4096
104007970816,104007974912,4096,4096
104007974912,104007979008,4096,4096
104007979008,104007983104,4096,4096
104007983104,104007987200,4096,4096
104007987200,104007991296,4096,4096
104007991296,104007995392,4096,4096
104007995392,104007999488,4096,4096
104007999488,104008003584,4096,4096
104008003584,104008007680,4096,4096
104008007680,104008011776,4096,4096
104008011776,104008015872,4096,4096
104008015872,104008019968,4096,4096
104008019968,104008024064,4096,4096
104008024064,104008028160,4096,4096
104008028160,104008032256,4096,4096
104008032256,104008036352,4096,4096
104008036352,104008040448,4096,4096
104008040448,104008044544,4096,4096
104008044544,104008048640,4096,4096
104008048640,104008052736,4096,4096
104008052736,104008056832,4096,4096
104008056832,104008060928,4096,4096
104008060928,104008065024,4096,4096
104008065024,104008069120,4096,4096
104008069120,104008073216,4096,4096
104008073216,104008077312,4096,4096
104008077312,104008081408,4096,4096
104008081408,104008085504,4096,4096
104008085504,104008089600,4096,4096
104008089600,104008093696,4096,4096
104008093696,104008097792,4096,4096
104008097792,104008101888,4096,4096
104008101888,104008105984,4096,4096
104008105984,104008110080,4096,4096
104008110080,104008114176,4096,4096
104008114176,104008118272,4096,4096
104008118272,104008122368,4096,4096
104008122368,104008126464,4096,4096
104008126464,104008130560,4096,4096
104008130560,104008134656,4096,4096
104008134656,104008138752,4096,4096
104008138752,104008142848,4096,4096
104008142848,104008146944,4096,4096
104008146944,104008151040,4096,4096
104008151040,104008155136,4096,4096
104008155136,104008159232,4096,4096
104008159232,104008163328,4096,4096
104008163328,104008167424,4096,4096
104008167424,104008171520,4096,4096
104008171520,104008175616,4096,4096
104008175616,104008179712,4096,4096
104008179712,104008183808,4096,4096
104008183808,104008187904,4096,4096
104008187904,104008192000,4096,4096
104008192000,104008196096,4096,4096
104008196096,104008200192,4096,4096
104008200192,104008204288,4096,4096
104008204288,104008208384,4096,4096
104008208384,104008212480,4096,4096
104008212480,104008216576,4096,4096
104008216576,104008220672,4096,4096
104008220672,104008224768,4096,4096
104008224768,104008228864,4096,4096
104008228864,104008232960,4096,4096
104008232960,104008237056,4096,4096
104008237056,104008241152,4096,4096
104008241152,104008245248,4096,4096
104008245248,104008249344,4096,4096
104008249344,104008253440,4096,4096
104008253440,104008253440,0,0
104008253440,104008251392,-2048,-1
104008251392,104001961984,-6289408,-1
104001961984,104001961984,0,0
104001961984,104004059136,2097152,2097152
104004059136,104004059136,0,0
104004059136,103997767680,-6291456,-6291456
103997767680,103997767680,0,0
103997767680,103999864832,2097152,2097152
103999864832,103999864832,0,0
103999864832,103993573376,-6291456,-6291456
103993573376,103993573376,0,0
103993573376,103995670528,2097152,2097152
103995670528,103995670528,0,0
103995670528,103989379072,-6291456,-6291456
103989379072,103989379072,0,0
103989379072,103991476224,2097152,2097152
103991476224,103991476224,0,0
103991476224,103985184768,-6291456,-6291456
103985184768,103985184768,0,0
103985184768,103987281920,2097152,2097152
103987281920,103987281920,0,0
103987281920,103980990464,-6291456,-6291456
103980990464,103980994560,4096,4096
103980994560,103980998656,4096,4096
103980998656,103981002752,4096,4096
103981002752,103981006848,4096,4096
103981006848,103981010944,4096,4096
103981010944,103981015040,4096,4096
103981015040,103981019136,4096,4096
103981019136,103981023232,4096,4096
103981023232,103981027328,4096,4096
103981027328,103981031424,4096,4096
103981031424,103981035520,4096,4096
103981035520,103981039616,4096,4096
103981039616,103981043712,4096,4096
103981043712,103981047808,4096,4096
103981047808,103981051904,4096,4096
103981051904,103981056000,4096,4096
103981056000,103981060096,4096,4096
103981060096,103981064192,4096,4096
103981064192,103981068288,4096,4096
103981068288,103981072384,4096,4096
103981072384,103981076480,4096,4096
103981076480,103981080576,4096,4096
103981080576,103981084672,4096,4096
103981084672,103981088768,4096,4096
103981088768,103981092864,4096,4096
103981092864,103981096960,4096,4096
103981096960,103981101056,4096,4096
103981101056,103981105152,4096,4096
103981105152,103981109248,4096,4096
103981109248,103981113344,4096,4096
103981113344,103981117440,4096,4096
103981117440,103981121536,4096,4096
103981121536,103981125632,4096,4096
103981125632,103981129728,4096,4096
103981129728,103981133824,4096,4096
103981133824,103981137920,4096,4096
103981137920,103981142016,4096,4096
103981142016,103981146112,4096,4096
103981146112,103981150208,4096,4096
103981150208,103981154304,4096,4096
103981154304,103981158400,4096,4096
103981158400,103981162496,4096,4096
103981162496,103981166592,4096,4096
103981166592,103981170688,4096,4096
103981170688,103981174784,4096,4096
103981174784,103981178880,4096,4096
103981178880,103981182976,4096,4096
103981182976,103981187072,4096,4096
103981187072,103981191168,4096,4096
103981191168,103981195264,4096,4096
103981195264,103981199360,4096,4096
103981199360,103981203456,4096,4096
103981203456,103981207552,4096,4096
103981207552,103981211648,4096,4096
103981211648,103981215744,4096,4096
103981215744,103981219840,4096,4096
103981219840,103981223936,4096,4096
103981223936,103981228032,4096,4096
103981228032,103981232128,4096,4096
103981232128,103981236224,4096,4096
103981236224,103981240320,4096,4096
103981240320,103981244416,4096,4096
103981244416,103981248512,4096,4096
103981248512,103981252608,4096,4096
103981252608,103981256704,4096,4096
103981256704,103981260800,4096,4096
103981260800,103981264896,4096,4096
103981264896,103981268992,4096,4096
103981268992,103981273088,4096,4096
103981273088,103981277184,4096,4096
103981277184,103981281280,4096,4096
103981281280,103981285376,4096,4096
103981285376,103981289472,4096,4096
103981289472,103981293568,4096,4096
103981293568,103981297664,4096,4096
103981297664,103981301760,4096,4096
103981301760,103981305856,4096,4096
103981305856,103981309952,4096,4096
103981309952,103981314048,4096,4096
103981314048,103981318144,4096,4096
103981318144,103981322240,4096,4096
103981322240,103981326336,4096,4096
103981326336,103981330432,4096,4096
103981330432,103981334528,4096,4096
103981334528,103981338624,4096,4096
103981338624,103981342720,4096,4096
103981342720,103981346816,4096,4096
103981346816,103981350912,4096,4096
103981350912,103981355008,4096,4096
103981355008,103981359104,4096,4096
103981359104,103981363200,4096,4096
103981363200,103981367296,4096,4096
103981367296,103981371392,4096,4096
103981371392,103981375488,4096,4096
103981375488,103981379584,4096,4096
103981379584,103981383680,4096,4096
103981383680,103981387776,4096,4096
103981387776,103981391872,4096,4096
103981391872,103981395968,4096,4096
103981395968,103981400064,4096,4096
103981400064,103981404160,4096,4096
103981404160,103981408256,4096,4096
103981408256,103981412352,4096,4096
103981412352,103981416448,4096,4096
103981416448,103981420544,4096,4096
103981420544,103981424640,4096,4096
103981424640,103981428736,4096,4096
103981428736,103981432832,4096,4096
103981432832,103981436928,4096,4096
103981436928,103981441024,4096,4096
103981441024,103981445120,4096,4096
103981445120,103981449216,4096,4096
103981449216,103981453312,4096,4096
103981453312,103981457408,4096,4096
103981457408,103981461504,4096,4096
103981461504,103981465600,4096,4096
103981465600,103981469696,4096,4096
103981469696,103981473792,4096,4096
103981473792,103981477888,4096,4096
103981477888,103981481984,4096,4096
103981481984,103981486080,4096,4096
103981486080,103981490176,4096,4096
103981490176,103981494272,4096,4096
103981494272,103981498368,4096,4096
103981498368,103981502464,4096,4096
103981502464,103981506560,4096,4096
103981506560,103981510656,4096,4096
103981510656,103981514752,4096,4096
103981514752,103981518848,4096,4096
103981518848,103981522944,4096,4096
103981522944,103981527040,4096,4096
103981527040,103981531136,4096,4096
103981531136,103981535232,4096,4096
103981535232,103981539328,4096,4096
103981539328,103981543424,4096,4096
103981543424,103981547520,4096,4096
103981547520,103981551616,4096,4096
103981551616,103981555712,4096,4096
103981555712,103981559808,4096,4096
103981559808,103981563904,4096,4096
103981563904,103981568000,4096,4096
103981568000,103981572096,4096,4096
103981572096,103981576192,4096,4096
103981576192,103981580288,4096,4096
103981580288,103981584384,4096,4096
103981584384,103981588480,4096,4096
103981588480,103981592576,4096,4096
103981592576,103981596672,4096,4096
103981596672,103981600768,4096,4096
103981600768,103981604864,4096,4096
103981604864,103981608960,4096,4096
103981608960,103981613056,4096,4096
103981613056,103981617152,4096,4096
103981617152,103981621248,4096,4096
103981621248,103981625344,4096,4096
103981625344,103981629440,4096,4096
103981629440,103981633536,4096,4096
103981633536,103981637632,4096,4096
103981637632,103981641728,4096,4096
103981641728,103981645824,4096,4096
103981645824,103981649920,4096,4096
103981649920,103981654016,4096,4096
103981654016,103981658112,4096,4096
103981658112,103981662208,4096,4096
103981662208,103981666304,4096,4096
103981666304,103981670400,4096,4096
103981670400,103981674496,4096,4096
103981674496,103981678592,4096,4096
103981678592,103981682688,4096,4096
103981682688,103981686784,4096,4096
103981686784,103981690880,4096,4096
103981690880,103981694976,4096,4096
103981694976,103981699072,4096,4096
103981699072,103981703168,4096,4096
103981703168,103981707264,4096,4096
103981707264,103981711360,4096,4096
103981711360,103981715456,4096,4096
103981715456,103981719552,4096,4096
103981719552,103981723648,4096,4096
103981723648,103981727744,4096,4096
103981727744,103981731840,4096,4096
103981731840,103981735936,4096,4096
103981735936,103981740032,4096,4096
103981740032,103981744128,4096,4096
103981744128,103981748224,4096,4096
103981748224,103981752320,4096,4096
103981752320,103981756416,4096,4096
103981756416,103981760512,4096,4096
103981760512,103981764608,4096,4096
103981764608,103981768704,4096,4096
103981768704,103981772800,4096,4096
103981772800,103981776896,4096,4096
103981776896,103981780992,4096,4096
103981780992,103981785088,4096,4096
103981785088,103981789184,4096,4096
103981789184,103981793280,4096,4096
103981793280,103981797376,4096,4096
103981797376,103981801472,4096,4096
103981801472,103981805568,4096,4096
103981805568,103981809664,4096,4096
103981809664,103981813760,4096,4096
103981813760,103981817856,4096,4096
103981817856,103981821952,4096,4096
103981821952,103981826048,4096,4096
103981826048,103981830144,4096,4096
103981830144,103981834240,4096,4096
103981834240,103981838336,4096,4096
103981838336,103981842432,4096,4096
103981842432,103981846528,4096,4096
103981846528,103981850624,4096,4096
103981850624,103981854720,4096,4096
103981854720,103981858816,4096,4096
103981858816,103981862912,4096,4096
103981862912,103981867008,4096,4096
103981867008,103981871104,4096,4096
103981871104,103981875200,4096,4096
103981875200,103981879296,4096,4096
103981879296,103981883392,4096,4096
103981883392,103981887488,4096,4096
103981887488,103981891584,4096,4096
103981891584,103981895680,4096,4096
103981895680,103981899776,4096,4096
103981899776,103981903872,4096,4096
103981903872,103981907968,4096,4096
103981907968,103981912064,4096,4096
103981912064,103981916160,4096,4096
103981916160,103981920256,4096,4096
103981920256,103981924352,4096,4096
103981924352,103981928448,4096,4096
103981928448,103981932544,4096,4096
103981932544,103981936640,4096,4096
103981936640,103981940736,4096,4096
103981940736,103981944832,4096,4096
103981944832,103981948928,4096,4096
103981948928,103981953024,4096,4096
103981953024,103981957120,4096,4096
103981957120,103981961216,4096,4096
103981961216,103981965312,4096,4096
103981965312,103981969408,4096,4096
103981969408,103981973504,4096,4096
103981973504,103981977600,4096,4096
103981977600,103981981696,4096,4096
103981981696,103981985792,4096,4096
103981985792,103981989888,4096,4096
103981989888,103981993984,4096,4096
103981993984,103981998080,4096,4096
103981998080,103982002176,4096,4096
103982002176,103982006272,4096,4096
103982006272,103982010368,4096,4096
103982010368,103982014464,4096,4096
103982014464,103982018560,4096,4096
103982018560,103982022656,4096,4096
103982022656,103982026752,4096,4096
103982026752,103982030848,4096,4096
103982030848,103982034944,4096,4096
103982034944,103982039040,4096,4096
103982039040,103982043136,4096,4096
103982043136,103982047232,4096,4096
103982047232,103982051328,4096,4096
103982051328,103982055424,4096,4096
103982055424,103982059520,4096,4096
103982059520,103982063616,4096,4096
103982063616,103982067712,4096,4096
103982067712,103982071808,4096,4096
103982071808,103982075904,4096,4096
103982075904,103982080000,4096,4096
103982080000,103982084096,4096,4096
103982084096,103982088192,4096,4096
103982088192,103982092288,4096,4096
103982092288,103982096384,4096,4096
103982096384,103982100480,4096,4096
103982100480,103982104576,4096,4096
103982104576,103982108672,4096,4096
103982108672,103982112768,4096,4096
103982112768,103982116864,4096,4096
103982116864,103982120960,4096,4096
103982120960,103982125056,4096,4096
103982125056,103982129152,4096,4096
103982129152,103982133248,4096,4096
103982133248,103982137344,4096,4096
103982137344,103982141440,4096,4096
103982141440,103982145536,4096,4096
103982145536,103982149632,4096,4096
103982149632,103982153728,4096,4096
103982153728,103982157824,4096,4096
103982157824,103982161920,4096,4096
103982161920,103982166016,4096,4096
103982166016,103982170112,4096,4096
103982170112,103982174208,4096,4096
103982174208,103982178304,4096,4096
103982178304,103982182400,4096,4096
103982182400,103982186496,4096,4096
103982186496,103982190592,4096,4096
103982190592,103982194688,4096,4096
103982194688,103982198784,4096,4096
103982198784,103982202880,4096,4096
103982202880,103982206976,4096,4096
103982206976,103982211072,4096,4096
103982211072,103982215168,4096,4096
103982215168,103982219264,4096,4096
103982219264,103982223360,4096,4096
103982223360,103982227456,4096,4096
103982227456,103982231552,4096,4096
103982231552,103982235648,4096,4096
103982235648,103982239744,4096,4096
103982239744,103982243840,4096,4096
103982243840,103982247936,4096,4096
103982247936,103982252032,4096,4096
103982252032,103982256128,4096,4096
103982256128,103982260224,4096,4096
103982260224,103982264320,4096,4096
103982264320,103982268416,4096,4096
103982268416,103982272512,4096,4096
103982272512,103982276608,4096,4096
103982276608,103982280704,4096,4096
103982280704,103982284800,4096,4096
103982284800,103982288896,4096,4096
103982288896,103982292992,4096,4096
103982292992,103982297088,4096,4096
103982297088,103982301184,4096,4096
103982301184,103982305280,4096,4096
103982305280,103982309376,4096,4096
103982309376,103982313472,4096,4096
103982313472,103982317568,4096,4096
103982317568,103982321664,4096,4096
103982321664,103982325760,4096,4096
103982325760,103982329856,4096,4096
103982329856,103982333952,4096,4096
103982333952,103982338048,4096,4096
103982338048,103982342144,4096,4096
103982342144,103982346240,4096,4096
103982346240,103982350336,4096,4096
103982350336,103982354432,4096,4096
103982354432,103982358528,4096,4096
103982358528,103982362624,4096,4096
103982362624,103982366720,4096,4096
103982366720,103982370816,4096,4096
103982370816,103982374912,4096,4096
103982374912,103982379008,4096,4096
103982379008,103982383104,4096,4096
103982383104,103982387200,4096,4096
103982387200,103982391296,4096,4096
103982391296,103982395392,4096,4096
103982395392,103982399488,4096,4096
103982399488,103982403584,4096,4096
103982403584,103982407680,4096,4096
103982407680,103982411776,4096,4096
103982411776,103982415872,4096,4096
103982415872,103982419968,4096,4096
103982419968,103982424064,4096,4096
103982424064,103982428160,4096,4096
103982428160,103982432256,4096,4096
103982432256,103982436352,4096,4096
103982436352,103982440448,4096,4096
103982440448,103982444544,4096,4096
103982444544,103982448640,4096,4096
103982448640,103982452736,4096,4096
103982452736,103982456832,4096,4096
103982456832,103982460928,4096,4096
103982460928,103982465024,4096,4096
103982465024,103982469120,4096,4096
103982469120,103982473216,4096,4096
103982473216,103982477312,4096,4096
103982477312,103982481408,4096,4096
103982481408,103982485504,4096,4096
103982485504,103982489600,4096,4096
103982489600,103982493696,4096,4096
103982493696,103982497792,4096,4096
103982497792,103982501888,4096,4096
103982501888,103982505984,4096,4096
103982505984,103982510080,4096,4096
103982510080,103982514176,4096,4096
103982514176,103982518272,4096,4096
103982518272,103982522368,4096,4096
103982522368,103982526464,4096,4096
103982526464,103982530560,4096,4096
103982530560,103982534656,4096,4096
103982534656,103982538752,4096,4096
103982538752,103982542848,4096,4096
103982542848,103982546944,4096,4096
103982546944,103982551040,4096,4096
103982551040,103982555136,4096,4096
103982555136,103982559232,4096,4096
103982559232,103982563328,4096,4096
103982563328,103982567424,4096,4096
103982567424,103982571520,4096,4096
103982571520,103982575616,4096,4096
103982575616,103982579712,4096,4096
103982579712,103982583808,4096,4096
103982583808,103982587904,4096,4096
103982587904,103982592000,4096,4096
103982592000,103982596096,4096,4096
103982596096,103982600192,4096,4096
103982600192,103982604288,4096,4096
103982604288,103982608384,4096,4096
103982608384,103982612480,4096,4096
103982612480,103982616576,4096,4096
103982616576,103982620672,4096,4096
103982620672,103982624768,4096,4096
103982624768,103982628864,4096,4096
103982628864,103982632960,4096,4096
103982632960,103982637056,4096,4096
103982637056,103982641152,4096,4096
103982641152,103982645248,4096,4096
103982645248,103982649344,4096,4096
103982649344,103982653440,4096,4096
103982653440,103982657536,4096,4096
103982657536,103982661632,4096,4096
103982661632,103982665728,4096,4096
103982665728,103982669824,4096,4096
103982669824,103982673920,4096,4096
103982673920,103982678016,4096,4096
103982678016,103982682112,4096,4096
103982682112,103982686208,4096,4096
103982686208,103982690304,4096,4096
103982690304,103982694400,4096,4096
103982694400,103982698496,4096,4096
103982698496,103982702592,4096,4096
103982702592,103982706688,4096,4096
103982706688,103982710784,4096,4096
103982710784,103982714880,4096,4096
103982714880,103982718976,4096,4096
103982718976,103982723072,4096,4096
103982723072,103982727168,4096,4096
103982727168,103982731264,4096,4096
103982731264,103982735360,4096,4096
103982735360,103982739456,4096,4096
103982739456,103982743552,4096,4096
103982743552,103982747648,4096,4096
103982747648,103982751744,4096,4096
103982751744,103982755840,4096,4096
103982755840,103982759936,4096,4096
103982759936,103982764032,4096,4096
103982764032,103982768128,4096,4096
103982768128,103982772224,4096,4096
103982772224,103982776320,4096,4096
103982776320,103982780416,4096,4096
103982780416,103982784512,4096,4096
103982784512,103982788608,4096,4096
103982788608,103982792704,4096,4096
103982792704,103982796800,4096,4096
103982796800,103982800896,4096,4096
103982800896,103982804992,4096,4096
103982804992,103982809088,4096,4096
103982809088,103982813184,4096,4096
103982813184,103982817280,4096,4096
103982817280,103982821376,4096,4096
103982821376,103982825472,4096,4096
103982825472,103982829568,4096,4096
103982829568,103982833664,4096,4096
103982833664,103982837760,4096,4096
103982837760,103982841856,4096,4096
103982841856,103982845952,4096,4096
103982845952,103982850048,4096,4096
103982850048,103982854144,4096,4096
103982854144,103982858240,4096,4096
103982858240,103982862336,4096,4096
103982862336,103982866432,4096,4096
103982866432,103982870528,4096,4096
103982870528,103982874624,4096,4096
103982874624,103982878720,4096,4096
103982878720,103982882816,4096,4096
103982882816,103982886912,4096,4096
103982886912,103982891008,4096,4096
103982891008,103982895104,4096,4096
103982895104,103982899200,4096,4096
103982899200,103982903296,4096,4096
103982903296,103982907392,4096,4096
103982907392,103982911488,4096,4096
103982911488,103982915584,4096,4096
103982915584,103982919680,4096,4096
103982919680,103982923776,4096,4096
103982923776,103982927872,4096,4096
103982927872,103982931968,4096,4096
103982931968,103982936064,4096,4096
103982936064,103982940160,4096,4096
103982940160,103982944256,4096,4096
103982944256,103982948352,4096,4096
103982948352,103982952448,4096,4096
103982952448,103982956544,4096,4096
103982956544,103982960640,4096,4096
103982960640,103982964736,4096,4096
103982964736,103982968832,4096,4096
103982968832,103982972928,4096,4096
103982972928,103982977024,4096,4096
103982977024,103982981120,4096,4096
103982981120,103982985216,4096,4096
103982985216,103982989312,4096,4096
103982989312,103982993408,4096,4096
103982993408,103982997504,4096,4096
103982997504,103983001600,4096,4096
103983001600,103983005696,4096,4096
103983005696,103983009792,4096,4096
103983009792,103983013888,4096,4096
103983013888,103983017984,4096,4096
103983017984,103983022080,4096,4096
103983022080,103983026176,4096,4096
103983026176,103983030272,4096,4096
103983030272,103983034368,4096,4096
103983034368,103983038464,4096,4096
103983038464,103983042560,4096,4096
103983042560,103983046656,4096,4096
103983046656,103983050752,4096,4096
103983050752,103983054848,4096,4096
103983054848,103983058944,4096,4096
103983058944,103983063040,4096,4096
103983063040,103983067136,4096,4096
103983067136,103983071232,4096,4096
103983071232,103983075328,4096,4096
103983075328,103983079424,4096,4096
103983079424,103983083520,4096,4096
103983083520,103983087616,4096,4096
103983087616,103983091712,4096,4096
103983091712,103983095808,4096,4096
103983095808,103983099904,4096,4096
103983099904,103983104000,4096,4096
103983104000,103983108096,4096,4096
103983108096,103983112192,4096,4096
103983112192,103983116288,4096,4096
103983116288,103983120384,4096,4096
103983120384,103983124480,4096,4096
103983124480,103983128576,4096,4096
103983128576,103983132672,4096,4096
103983132672,103983136768,4096,4096
103983136768,103983140864,4096,4096
103983140864,103983144960,4096,4096
103983144960,103983149056,4096,4096
103983149056,103983153152,4096,4096
103983153152,103983157248,4096,4096
103983157248,103983161344,4096,4096
103983161344,103983165440,4096,4096
103983165440,103983169536,4096,4096
103983169536,103983173632,4096,4096
103983173632,103983177728,4096,4096
103983177728,103983181824,4096,4096
103983181824,103983185920,4096,4096
103983185920,103983190016,4096,4096
103983190016,103983194112,4096,4096
103983194112,103983198208,4096,4096
103983198208,103983202304,4096,4096
103983202304,103983206400,4096,4096
103983206400,103983210496,4096,4096
103983210496,103983214592,4096,4096
103983214592,103983218688,4096,4096
103983218688,103983222784,4096,4096
103983222784,103983226880,4096,4096
103983226880,103983230976,4096,4096
103983230976,103983235072,4096,4096
103983235072,103983239168,4096,4096
103983239168,103983243264,4096,4096
103983243264,103983247360,4096,4096
103983247360,103983251456,4096,4096
103983251456,103983255552,4096,4096
103983255552,103983259648,4096,4096
103983259648,103983263744,4096,4096
103983263744,103983267840,4096,4096
103983267840,103983271936,4096,4096
103983271936,103983276032,4096,4096
103983276032,103983280128,4096,4096
103983280128,103983284224,4096,4096
103983284224,103983288320,4096,4096
103983288320,103983292416,4096,4096
103983292416,103983296512,4096,4096
103983296512,103983300608,4096,4096
103983300608,103983304704,4096,4096
103983304704,103983308800,4096,4096
103983308800,103983312896,4096,4096
103983312896,103983316992,4096,4096
103983316992,103983321088,4096,4096
103983321088,103983325184,4096,4096
103983325184,103983329280,4096,4096
103983329280,103983333376,4096,4096
103983333376,103983337472,4096,4096
103983337472,103983341568,4096,4096
103983341568,103983345664,4096,4096
103983345664,103983349760,4096,4096
103983349760,103983353856,4096,4096
103983353856,103983357952,4096,4096
