t,t+1,delta,tokenized_data
103949709312,103949713408,4096,4096
103949713408,103949717504,4096,4096
103949717504,103949721600,4096,4096
103949721600,103949725696,4096,4096
103949725696,103949729792,4096,4096
103949729792,103949733888,4096,4096
103949733888,103949737984,4096,4096
103949737984,103949742080,4096,4096
103949742080,103949746176,4096,4096
103949746176,103949750272,4096,4096
103949750272,103949754368,4096,4096
103949754368,103949758464,4096,4096
103949758464,103949762560,4096,4096
103949762560,103949766656,4096,4096
103949766656,103949770752,4096,4096
103949770752,103949774848,4096,4096
103949774848,103949778944,4096,4096
103949778944,103949783040,4096,4096
103949783040,103949787136,4096,4096
103949787136,103949791232,4096,4096
103949791232,103949795328,4096,4096
103949795328,103949799424,4096,4096
103949799424,103949803520,4096,4096
103949803520,103949807616,4096,4096
103949807616,103949811712,4096,4096
103949811712,103949815808,4096,4096
103949815808,103949819904,4096,4096
103949819904,103949824000,4096,4096
103949824000,103949828096,4096,4096
103949828096,103949832192,4096,4096
103949832192,103949836288,4096,4096
103949836288,103949840384,4096,4096
103949840384,103949844480,4096,4096
103949844480,103949848576,4096,4096
103949848576,103949852672,4096,4096
103949852672,103949856768,4096,4096
103949856768,103949860864,4096,4096
103949860864,103949864960,4096,4096
103949864960,103949869056,4096,4096
103949869056,103949873152,4096,4096
103949873152,103949877248,4096,4096
103949877248,103949881344,4096,4096
103949881344,103949885440,4096,4096
103949885440,103949889536,4096,4096
103949889536,103949893632,4096,4096
103949893632,103949897728,4096,4096
103949897728,103949901824,4096,4096
103949901824,103949905920,4096,4096
103949905920,103949910016,4096,4096
103949910016,103949914112,4096,4096
103949914112,103949918208,4096,4096
103949918208,103949922304,4096,4096
103949922304,103949926400,4096,4096
103949926400,103949930496,4096,4096
103949930496,103949934592,4096,4096
103949934592,103949938688,4096,4096
103949938688,103949942784,4096,4096
103949942784,103949946880,4096,4096
103949946880,103949950976,4096,4096
103949950976,103949955072,4096,4096
103949955072,103949959168,4096,4096
103949959168,103949963264,4096,4096
103949963264,103949967360,4096,4096
103949967360,103949971456,4096,4096
103949971456,103949975552,4096,4096
103949975552,103949979648,4096,4096
103949979648,103949983744,4096,4096
103949983744,103949987840,4096,4096
103949987840,103949991936,4096,4096
103949991936,103949996032,4096,4096
103949996032,103950000128,4096,4096
103950000128,103950004224,4096,4096
103950004224,103950008320,4096,4096
103950008320,103950012416,4096,4096
103950012416,103950016512,4096,4096
103950016512,103950020608,4096,4096
103950020608,103950024704,4096,4096
103950024704,103950028800,4096,4096
103950028800,103950032896,4096,4096
103950032896,103950036992,4096,4096
103950036992,103950041088,4096,4096
103950041088,103950045184,4096,4096
103950045184,103950049280,4096,4096
103950049280,103950053376,4096,4096
103950053376,103950057472,4096,4096
103950057472,103950061568,4096,4096
103950061568,103950065664,4096,4096
103950065664,103950069760,4096,4096
103950069760,103950073856,4096,4096
103950073856,103950077952,4096,4096
103950077952,103950082048,4096,4096
103950082048,103950086144,4096,4096
103950086144,103950090240,4096,4096
103950090240,103950094336,4096,4096
103950094336,103950098432,4096,4096
103950098432,103950102528,4096,4096
103950102528,103950106624,4096,4096
103950106624,103950110720,4096,4096
103950110720,103950114816,4096,4096
103950114816,103950118912,4096,4096
103950118912,103950123008,4096,4096
103950123008,103950127104,4096,4096
103950127104,103950131200,4096,4096
103950131200,103950135296,4096,4096
103950135296,103950139392,4096,4096
103950139392,103950143488,4096,4096
103950143488,103950147584,4096,4096
103950147584,103950151680,4096,4096
103950151680,103950155776,4096,4096
103950155776,103950159872,4096,4096
103950159872,103950163968,4096,4096
103950163968,103950168064,4096,4096
103950168064,103950172160,4096,4096
103950172160,103950176256,4096,4096
103950176256,103950180352,4096,4096
103950180352,103950184448,4096,4096
103950184448,103950188544,4096,4096
103950188544,103950192640,4096,4096
103950192640,103950196736,4096,4096
103950196736,103950200832,4096,4096
103950200832,103950204928,4096,4096
103950204928,103950209024,4096,4096
103950209024,103950213120,4096,4096
103950213120,103950217216,4096,4096
103950217216,103950221312,4096,4096
103950221312,103950225408,4096,4096
103950225408,103950229504,4096,4096
103950229504,103950233600,4096,4096
103950233600,103950237696,4096,4096
103950237696,103950241792,4096,4096
103950241792,103950245888,4096,4096
103950245888,103950249984,4096,4096
103950249984,103950254080,4096,4096
103950254080,103950258176,4096,4096
103950258176,103950262272,4096,4096
103950262272,103950266368,4096,4096
103950266368,103950270464,4096,4096
103950270464,103950274560,4096,4096
103950274560,103950278656,4096,4096
103950278656,103950282752,4096,4096
103950282752,103950286848,4096,4096
103950286848,103950290944,4096,4096
103950290944,103950295040,4096,4096
103950295040,103950299136,4096,4096
103950299136,103950303232,4096,4096
103950303232,103950307328,4096,4096
103950307328,103950311424,4096,4096
103950311424,103950315520,4096,4096
103950315520,103950319616,4096,4096
103950319616,103950323712,4096,4096
103950323712,103950327808,4096,4096
103950327808,103950331904,4096,4096
103950331904,103950336000,4096,4096
103950336000,103950340096,4096,4096
103950340096,103950344192,4096,4096
103950344192,103950348288,4096,4096
103950348288,103950352384,4096,4096
103950352384,103950356480,4096,4096
103950356480,103950360576,4096,4096
103950360576,103950364672,4096,4096
103950364672,103950368768,4096,4096
103950368768,103950372864,4096,4096
103950372864,103950376960,4096,4096
103950376960,103950381056,4096,4096
103950381056,103950385152,4096,4096
103950385152,103950389248,4096,4096
103950389248,103950393344,4096,4096
103950393344,103950397440,4096,4096
103950397440,103950401536,4096,4096
103950401536,103950405632,4096,4096
103950405632,103950409728,4096,4096
103950409728,103950413824,4096,4096
103950413824,103950417920,4096,4096
103950417920,103950422016,4096,4096
103950422016,103950426112,4096,4096
103950426112,103950430208,4096,4096
103950430208,103950434304,4096,4096
103950434304,103950438400,4096,4096
103950438400,103950442496,4096,4096
103950442496,103950446592,4096,4096
103950446592,103950450688,4096,4096
103950450688,103950454784,4096,4096
103950454784,103950458880,4096,4096
103950458880,103950462976,4096,4096
103950462976,103950467072,4096,4096
103950467072,103950471168,4096,4096
103950471168,103950475264,4096,4096
103950475264,103950479360,4096,4096
103950479360,103950483456,4096,4096
103950483456,103950487552,4096,4096
103950487552,103950491648,4096,4096
103950491648,103950495744,4096,4096
103950495744,103950499840,4096,4096
103950499840,103950503936,4096,4096
103950503936,103950508032,4096,4096
103950508032,103950512128,4096,4096
103950512128,103950516224,4096,4096
103950516224,103950520320,4096,4096
103950520320,103950524416,4096,4096
103950524416,103950528512,4096,4096
103950528512,103950532608,4096,4096
103950532608,103950536704,4096,4096
103950536704,103950540800,4096,4096
103950540800,103950544896,4096,4096
103950544896,103950548992,4096,4096
103950548992,103950553088,4096,4096
103950553088,103950557184,4096,4096
103950557184,103950561280,4096,4096
103950561280,103950565376,4096,4096
103950565376,103950569472,4096,4096
103950569472,103950573568,4096,4096
103950573568,103950577664,4096,4096
103950577664,103950581760,4096,4096
103950581760,103950585856,4096,4096
103950585856,103950589952,4096,4096
103950589952,103950594048,4096,4096
103950594048,103950598144,4096,4096
103950598144,103950602240,4096,4096
103950602240,103950606336,4096,4096
103950606336,103950610432,4096,4096
103950610432,103950614528,4096,4096
103950614528,103950618624,4096,4096
103950618624,103950622720,4096,4096
103950622720,103950626816,4096,4096
103950626816,103950630912,4096,4096
103950630912,103950635008,4096,4096
103950635008,103950639104,4096,4096
103950639104,103950643200,4096,4096
103950643200,103950647296,4096,4096
103950647296,103950651392,4096,4096
103950651392,103950655488,4096,4096
103950655488,103950659584,4096,4096
103950659584,103950663680,4096,4096
103950663680,103950667776,4096,4096
103950667776,103950671872,4096,4096
103950671872,103950675968,4096,4096
103950675968,103950680064,4096,4096
103950680064,103950684160,4096,4096
103950684160,103950688256,4096,4096
103950688256,103950692352,4096,4096
103950692352,103950696448,4096,4096
103950696448,103950700544,4096,4096
103950700544,103950704640,4096,4096
103950704640,103950708736,4096,4096
103950708736,103950712832,4096,4096
103950712832,103950716928,4096,4096
103950716928,103950721024,4096,4096
103950721024,103950725120,4096,4096
103950725120,103950729216,4096,4096
103950729216,103950733312,4096,4096
103950733312,103950737408,4096,4096
103950737408,103950741504,4096,4096
103950741504,103950745600,4096,4096
103950745600,103950749696,4096,4096
103950749696,103950753792,4096,4096
103950753792,103950757888,4096,4096
103950757888,103950761984,4096,4096
103950761984,103950766080,4096,4096
103950766080,103950770176,4096,4096
103950770176,103950774272,4096,4096
103950774272,103950778368,4096,4096
103950778368,103950782464,4096,4096
103950782464,103950786560,4096,4096
103950786560,103950790656,4096,4096
103950790656,103950794752,4096,4096
103950794752,103950798848,4096,4096
103950798848,103950802944,4096,4096
103950802944,103950807040,4096,4096
103950807040,103950811136,4096,4096
103950811136,103950815232,4096,4096
103950815232,103950819328,4096,4096
103950819328,103950823424,4096,4096
103950823424,103950827520,4096,4096
103950827520,103950831616,4096,4096
103950831616,103950835712,4096,4096
103950835712,103950839808,4096,4096
103950839808,103950843904,4096,4096
103950843904,103950848000,4096,4096
103950848000,103950852096,4096,4096
103950852096,103950856192,4096,4096
103950856192,103950860288,4096,4096
103950860288,103950864384,4096,4096
103950864384,103950868480,4096,4096
103950868480,103950872576,4096,4096
103950872576,103950876672,4096,4096
103950876672,103950880768,4096,4096
103950880768,103950884864,4096,4096
103950884864,103950888960,4096,4096
103950888960,103950893056,4096,4096
103950893056,103950897152,4096,4096
103950897152,103950901248,4096,4096
103950901248,103950905344,4096,4096
103950905344,103950909440,4096,4096
103950909440,103950913536,4096,4096
103950913536,103950917632,4096,4096
103950917632,103950921728,4096,4096
103950921728,103950925824,4096,4096
103950925824,103950929920,4096,4096
103950929920,103950934016,4096,4096
103950934016,103950938112,4096,4096
103950938112,103950942208,4096,4096
103950942208,103950946304,4096,4096
103950946304,103950950400,4096,4096
103950950400,103950954496,4096,4096
103950954496,103950958592,4096,4096
103950958592,103950962688,4096,4096
103950962688,103950966784,4096,4096
103950966784,103950970880,4096,4096
103950970880,103950974976,4096,4096
103950974976,103950979072,4096,4096
103950979072,103950983168,4096,4096
103950983168,103950987264,4096,4096
103950987264,103950991360,4096,4096
103950991360,103950995456,4096,4096
103950995456,103950999552,4096,4096
103950999552,103951003648,4096,4096
103951003648,103951007744,4096,4096
103951007744,103951011840,4096,4096
103951011840,103951015936,4096,4096
103951015936,103951020032,4096,4096
103951020032,103951024128,4096,4096
103951024128,103951028224,4096,4096
103951028224,103951032320,4096,4096
103951032320,103951036416,4096,4096
103951036416,103951040512,4096,4096
103951040512,103951044608,4096,4096
103951044608,103951048704,4096,4096
103951048704,103951052800,4096,4096
103951052800,103951056896,4096,4096
103951056896,103951060992,4096,4096
103951060992,103951065088,4096,4096
103951065088,103951069184,4096,4096
103951069184,103951073280,4096,4096
103951073280,103951077376,4096,4096
103951077376,103951081472,4096,4096
103951081472,103951085568,4096,4096
103951085568,103951089664,4096,4096
103951089664,103951093760,4096,4096
103951093760,103951097856,4096,4096
103951097856,103951101952,4096,4096
103951101952,103951106048,4096,4096
103951106048,103951110144,4096,4096
103951110144,103951114240,4096,4096
103951114240,103951118336,4096,4096
103951118336,103951122432,4096,4096
103951122432,103951126528,4096,4096
103951126528,103951130624,4096,4096
103951130624,103951134720,4096,4096
103951134720,103951138816,4096,4096
103951138816,103951142912,4096,4096
103951142912,103951147008,4096,4096
103951147008,103951151104,4096,4096
103951151104,103951155200,4096,4096
103951155200,103951159296,4096,4096
103951159296,103951163392,4096,4096
103951163392,103951167488,4096,4096
103951167488,103951171584,4096,4096
103951171584,103951175680,4096,4096
103951175680,103951179776,4096,4096
103951179776,103951183872,4096,4096
103951183872,103951187968,4096,4096
103951187968,103951192064,4096,4096
103951192064,103951196160,4096,4096
103951196160,103951200256,4096,4096
103951200256,103951204352,4096,4096
103951204352,103951208448,4096,4096
103951208448,103951212544,4096,4096
103951212544,103951216640,4096,4096
103951216640,103951220736,4096,4096
103951220736,103951224832,4096,4096
103951224832,103951228928,4096,4096
103951228928,103951233024,4096,4096
103951233024,103951237120,4096,4096
103951237120,103951241216,4096,4096
103951241216,103951245312,4096,4096
103951245312,103951249408,4096,4096
103951249408,103951253504,4096,4096
103951253504,103951257600,4096,4096
103951257600,103951261696,4096,4096
103951261696,103951265792,4096,4096
103951265792,103951269888,4096,4096
103951269888,103951273984,4096,4096
103951273984,103951278080,4096,4096
103951278080,103951282176,4096,4096
103951282176,103951286272,4096,4096
103951286272,103951290368,4096,4096
103951290368,103951294464,4096,4096
103951294464,103951298560,4096,4096
103951298560,103951302656,4096,4096
103951302656,103951306752,4096,4096
103951306752,103951310848,4096,4096
103951310848,103951314944,4096,4096
103951314944,103951319040,4096,4096
103951319040,103951323136,4096,4096
103951323136,103951327232,4096,4096
103951327232,103951331328,4096,4096
103951331328,103951335424,4096,4096
103951335424,103951339520,4096,4096
103951339520,103951343616,4096,4096
103951343616,103951347712,4096,4096
103951347712,103951351808,4096,4096
103951351808,103951355904,4096,4096
103951355904,103951360000,4096,4096
103951360000,103951364096,4096,4096
103951364096,103951368192,4096,4096
103951368192,103951372288,4096,4096
103951372288,103951376384,4096,4096
103951376384,103951380480,4096,4096
103951380480,103951384576,4096,4096
103951384576,103951388672,4096,4096
103951388672,103951392768,4096,4096
103951392768,103951396864,4096,4096
103951396864,103951400960,4096,4096
103951400960,103951405056,4096,4096
103951405056,103951409152,4096,4096
103951409152,103951413248,4096,4096
103951413248,103951417344,4096,4096
103951417344,103951421440,4096,4096
103951421440,103951425536,4096,4096
103951425536,103951429632,4096,4096
103951429632,103951433728,4096,4096
103951433728,103951437824,4096,4096
103951437824,103951441920,4096,4096
103951441920,103951446016,4096,4096
103951446016,103951450112,4096,4096
103951450112,103951454208,4096,4096
103951454208,103951458304,4096,4096
103951458304,103951462400,4096,4096
103951462400,103951466496,4096,4096
103951466496,103951470592,4096,4096
103951470592,103951474688,4096,4096
103951474688,103951478784,4096,4096
103951478784,103951482880,4096,4096
103951482880,103951486976,4096,4096
103951486976,103951491072,4096,4096
103951491072,103951495168,4096,4096
103951495168,103951499264,4096,4096
103951499264,103951503360,4096,4096
103951503360,103951507456,4096,4096
103951507456,103951511552,4096,4096
103951511552,103951515648,4096,4096
103951515648,103951519744,4096,4096
103951519744,103951523840,4096,4096
103951523840,103951527936,4096,4096
103951527936,103951532032,4096,4096
103951532032,103951536128,4096,4096
103951536128,103951540224,4096,4096
103951540224,103951544320,4096,4096
103951544320,103951548416,4096,4096
103951548416,103951552512,4096,4096
103951552512,103951556608,4096,4096
103951556608,103951560704,4096,4096
103951560704,103951564800,4096,4096
103951564800,103951568896,4096,4096
103951568896,103951572992,4096,4096
103951572992,103951577088,4096,4096
103951577088,103951581184,4096,4096
103951581184,103951585280,4096,4096
103951585280,103951589376,4096,4096
103951589376,103951593472,4096,4096
103951593472,103951597568,4096,4096
103951597568,103951601664,4096,4096
103951601664,103951605760,4096,4096
103951605760,103951609856,4096,4096
103951609856,103951613952,4096,4096
103951613952,103951618048,4096,4096
103951618048,103951622144,4096,4096
103951622144,103951626240,4096,4096
103951626240,103943241728,-8384512,-1
103943241728,103945338880,2097152,2097152
103945338880,103945342976,4096,4096
103945342976,103945347072,4096,4096
103945347072,103945351168,4096,4096
103945351168,103945355264,4096,4096
103945355264,103945359360,4096,4096
103945359360,103945363456,4096,4096
103945363456,103945367552,4096,4096
103945367552,103945371648,4096,4096
103945371648,103945375744,4096,4096
103945375744,103945379840,4096,4096
103945379840,103945383936,4096,4096
103945383936,103945388032,4096,4096
103945388032,103945392128,4096,4096
103945392128,103945396224,4096,4096
103945396224,103945400320,4096,4096
103945400320,103945404416,4096,4096
103945404416,103945408512,4096,4096
103945408512,103945412608,4096,4096
103945412608,103945416704,4096,4096
103945416704,103945420800,4096,4096
103945420800,103945424896,4096,4096
103945424896,103945428992,4096,4096
103945428992,103945433088,4096,4096
103945433088,103945437184,4096,4096
103945437184,103945441280,4096,4096
103945441280,103945445376,4096,4096
103945445376,103945449472,4096,4096
103945449472,103945453568,4096,4096
103945453568,103945457664,4096,4096
103945457664,103945461760,4096,4096
103945461760,103945465856,4096,4096
103945465856,103945469952,4096,4096
103945469952,103945474048,4096,4096
103945474048,103945478144,4096,4096
103945478144,103945482240,4096,4096
103945482240,103945486336,4096,4096
103945486336,103945490432,4096,4096
103945490432,103945494528,4096,4096
103945494528,103945498624,4096,4096
103945498624,103945502720,4096,4096
103945502720,103945506816,4096,4096
103945506816,103945510912,4096,4096
103945510912,103945515008,4096,4096
103945515008,103945519104,4096,4096
103945519104,103945523200,4096,4096
103945523200,103945527296,4096,4096
103945527296,103945531392,4096,4096
103945531392,103945535488,4096,4096
103945535488,103945539584,4096,4096
103945539584,103945543680,4096,4096
103945543680,103945547776,4096,4096
103945547776,103945551872,4096,4096
103945551872,103945555968,4096,4096
103945555968,103945560064,4096,4096
103945560064,103945564160,4096,4096
103945564160,103945568256,4096,4096
103945568256,103945572352,4096,4096
103945572352,103945576448,4096,4096
103945576448,103945580544,4096,4096
103945580544,103945584640,4096,4096
103945584640,103945588736,4096,4096
103945588736,103945592832,4096,4096
103945592832,103945596928,4096,4096
103945596928,103945601024,4096,4096
103945601024,103945605120,4096,4096
103945605120,103945609216,4096,4096
103945609216,103945613312,4096,4096
103945613312,103945617408,4096,4096
103945617408,103945621504,4096,4096
103945621504,103945625600,4096,4096
103945625600,103945629696,4096,4096
103945629696,103945633792,4096,4096
103945633792,103945637888,4096,4096
103945637888,103945641984,4096,4096
103945641984,103945646080,4096,4096
103945646080,103945650176,4096,4096
103945650176,103945654272,4096,4096
103945654272,103945658368,4096,4096
103945658368,103945662464,4096,4096
103945662464,103945666560,4096,4096
103945666560,103945670656,4096,4096
103945670656,103945674752,4096,4096
103945674752,103945678848,4096,4096
103945678848,103945682944,4096,4096
103945682944,103945687040,4096,4096
103945687040,103945691136,4096,4096
103945691136,103945695232,4096,4096
103945695232,103945699328,4096,4096
103945699328,103945703424,4096,4096
103945703424,103945707520,4096,4096
103945707520,103945711616,4096,4096
103945711616,103945715712,4096,4096
103945715712,103945719808,4096,4096
103945719808,103945723904,4096,4096
103945723904,103945728000,4096,4096
103945728000,103945732096,4096,4096
103945732096,103945736192,4096,4096
103945736192,103945740288,4096,4096
103945740288,103945744384,4096,4096
103945744384,103945748480,4096,4096
103945748480,103945752576,4096,4096
103945752576,103945756672,4096,4096
103945756672,103945760768,4096,4096
103945760768,103945764864,4096,4096
103945764864,103945768960,4096,4096
103945768960,103945773056,4096,4096
103945773056,103945777152,4096,4096
103945777152,103945781248,4096,4096
103945781248,103945785344,4096,4096
103945785344,103945789440,4096,4096
103945789440,103945793536,4096,4096
103945793536,103945797632,4096,4096
103945797632,103945801728,4096,4096
103945801728,103945805824,4096,4096
103945805824,103945809920,4096,4096
103945809920,103945814016,4096,4096
103945814016,103945818112,4096,4096
103945818112,103945822208,4096,4096
103945822208,103945826304,4096,4096
103945826304,103945830400,4096,4096
103945830400,103945834496,4096,4096
103945834496,103945838592,4096,4096
103945838592,103945842688,4096,4096
103945842688,103945846784,4096,4096
103945846784,103945850880,4096,4096
103945850880,103945854976,4096,4096
103945854976,103945859072,4096,4096
103945859072,103945863168,4096,4096
103945863168,103945867264,4096,4096
103945867264,103945871360,4096,4096
103945871360,103945875456,4096,4096
103945875456,103945879552,4096,4096
103945879552,103945883648,4096,4096
103945883648,103945887744,4096,4096
103945887744,103945891840,4096,4096
103945891840,103945895936,4096,4096
103945895936,103945900032,4096,4096
103945900032,103945904128,4096,4096
103945904128,103945908224,4096,4096
103945908224,103945912320,4096,4096
103945912320,103945916416,4096,4096
103945916416,103945920512,4096,4096
103945920512,103945924608,4096,4096
103945924608,103945928704,4096,4096
103945928704,103945932800,4096,4096
103945932800,103945936896,4096,4096
103945936896,103945940992,4096,4096
103945940992,103945945088,4096,4096
103945945088,103945949184,4096,4096
103945949184,103945953280,4096,4096
103945953280,103945957376,4096,4096
103945957376,103945961472,4096,4096
103945961472,103945965568,4096,4096
103945965568,103945969664,4096,4096
103945969664,103945973760,4096,4096
103945973760,103945977856,4096,4096
103945977856,103945981952,4096,4096
103945981952,103945986048,4096,4096
103945986048,103945990144,4096,4096
103945990144,103945994240,4096,4096
103945994240,103945998336,4096,4096
103945998336,103946002432,4096,4096
103946002432,103946006528,4096,4096
103946006528,103946010624,4096,4096
103946010624,103946014720,4096,4096
103946014720,103946018816,4096,4096
103946018816,103946022912,4096,4096
103946022912,103946027008,4096,4096
103946027008,103946031104,4096,4096
103946031104,103946035200,4096,4096
103946035200,103946039296,4096,4096
103946039296,103946043392,4096,4096
103946043392,103946047488,4096,4096
103946047488,103946051584,4096,4096
103946051584,103946055680,4096,4096
103946055680,103946059776,4096,4096
103946059776,103946063872,4096,4096
103946063872,103946067968,4096,4096
103946067968,103946072064,4096,4096
103946072064,103946076160,4096,4096
103946076160,103946080256,4096,4096
103946080256,103946084352,4096,4096
103946084352,103946088448,4096,4096
103946088448,103946092544,4096,4096
103946092544,103946096640,4096,4096
103946096640,103946100736,4096,4096
103946100736,103946104832,4096,4096
103946104832,103946108928,4096,4096
103946108928,103946113024,4096,4096
103946113024,103946117120,4096,4096
103946117120,103946121216,4096,4096
103946121216,103946125312,4096,4096
103946125312,103946129408,4096,4096
103946129408,103946133504,4096,4096
103946133504,103946137600,4096,4096
103946137600,103946141696,4096,4096
103946141696,103946145792,4096,4096
103946145792,103946149888,4096,4096
103946149888,103946153984,4096,4096
103946153984,103946158080,4096,4096
103946158080,103946162176,4096,4096
103946162176,103946166272,4096,4096
103946166272,103946170368,4096,4096
103946170368,103946174464,4096,4096
103946174464,103946178560,4096,4096
103946178560,103946182656,4096,4096
103946182656,103946186752,4096,4096
103946186752,103946190848,4096,4096
103946190848,103946194944,4096,4096
103946194944,103946199040,4096,4096
103946199040,103946203136,4096,4096
103946203136,103946207232,4096,4096
103946207232,103946211328,4096,4096
103946211328,103946215424,4096,4096
103946215424,103946219520,4096,4096
103946219520,103946223616,4096,4096
103946223616,103946227712,4096,4096
103946227712,103946231808,4096,4096
103946231808,103946235904,4096,4096
103946235904,103946240000,4096,4096
103946240000,103946244096,4096,4096
103946244096,103946248192,4096,4096
103946248192,103946252288,4096,4096
103946252288,103946256384,4096,4096
103946256384,103946260480,4096,4096
103946260480,103946264576,4096,4096
103946264576,103946268672,4096,4096
103946268672,103946272768,4096,4096
103946272768,103946276864,4096,4096
103946276864,103946280960,4096,4096
103946280960,103946285056,4096,4096
103946285056,103946289152,4096,4096
103946289152,103946293248,4096,4096
103946293248,103946297344,4096,4096
103946297344,103946301440,4096,4096
103946301440,103946305536,4096,4096
103946305536,103946309632,4096,4096
103946309632,103946313728,4096,4096
103946313728,103946317824,4096,4096
103946317824,103946321920,4096,4096
103946321920,103946326016,4096,4096
103946326016,103946330112,4096,4096
103946330112,103946334208,4096,4096
103946334208,103946338304,4096,4096
103946338304,103946342400,4096,4096
103946342400,103946346496,4096,4096
103946346496,103946350592,4096,4096
103946350592,103946354688,4096,4096
103946354688,103946358784,4096,4096
103946358784,103946362880,4096,4096
103946362880,103946366976,4096,4096
103946366976,103946371072,4096,4096
103946371072,103946375168,4096,4096
103946375168,103946379264,4096,4096
103946379264,103946383360,4096,4096
103946383360,103946387456,4096,4096
103946387456,103946391552,4096,4096
103946391552,103946395648,4096,4096
103946395648,103946399744,4096,4096
103946399744,103946403840,4096,4096
103946403840,103946407936,4096,4096
103946407936,103946412032,4096,4096
103946412032,103946416128,4096,4096
103946416128,103946420224,4096,4096
103946420224,103946424320,4096,4096
103946424320,103946428416,4096,4096
103946428416,103946432512,4096,4096
103946432512,103946436608,4096,4096
103946436608,103946440704,4096,4096
103946440704,103946444800,4096,4096
103946444800,103946448896,4096,4096
103946448896,103946452992,4096,4096
103946452992,103946457088,4096,4096
103946457088,103946461184,4096,4096
103946461184,103946465280,4096,4096
103946465280,103946469376,4096,4096
103946469376,103946473472,4096,4096
103946473472,103946477568,4096,4096
103946477568,103946481664,4096,4096
103946481664,103946485760,4096,4096
103946485760,103946489856,4096,4096
103946489856,103946493952,4096,4096
103946493952,103946498048,4096,4096
103946498048,103946502144,4096,4096
103946502144,103946506240,4096,4096
103946506240,103946510336,4096,4096
103946510336,103946514432,4096,4096
103946514432,103946518528,4096,4096
103946518528,103946522624,4096,4096
103946522624,103946526720,4096,4096
103946526720,103946530816,4096,4096
103946530816,103946534912,4096,4096
103946534912,103946539008,4096,4096
103946539008,103946543104,4096,4096
103946543104,103946547200,4096,4096
103946547200,103946551296,4096,4096
103946551296,103946555392,4096,4096
103946555392,103946559488,4096,4096
103946559488,103946563584,4096,4096
103946563584,103946567680,4096,4096
103946567680,103946571776,4096,4096
103946571776,103946575872,4096,4096
103946575872,103946579968,4096,4096
103946579968,103946584064,4096,4096
103946584064,103946588160,4096,4096
103946588160,103946592256,4096,4096
103946592256,103946596352,4096,4096
103946596352,103946600448,4096,4096
103946600448,103946604544,4096,4096
103946604544,103946608640,4096,4096
103946608640,103946612736,4096,4096
103946612736,103946616832,4096,4096
103946616832,103946620928,4096,4096
103946620928,103946625024,4096,4096
103946625024,103946629120,4096,4096
103946629120,103946633216,4096,4096
103946633216,103946637312,4096,4096
103946637312,103946641408,4096,4096
103946641408,103946645504,4096,4096
103946645504,103946649600,4096,4096
103946649600,103946653696,4096,4096
103946653696,103946657792,4096,4096
103946657792,103946661888,4096,4096
103946661888,103946665984,4096,4096
103946665984,103946670080,4096,4096
103946670080,103946674176,4096,4096
103946674176,103946678272,4096,4096
103946678272,103946682368,4096,4096
103946682368,103946686464,4096,4096
103946686464,103946690560,4096,4096
103946690560,103946694656,4096,4096
103946694656,103946698752,4096,4096
103946698752,103946702848,4096,4096
103946702848,103946706944,4096,4096
103946706944,103946711040,4096,4096
103946711040,103946715136,4096,4096
103946715136,103946719232,4096,4096
103946719232,103946723328,4096,4096
103946723328,103946727424,4096,4096
103946727424,103946731520,4096,4096
103946731520,103946735616,4096,4096
103946735616,103946739712,4096,4096
103946739712,103946743808,4096,4096
103946743808,103946747904,4096,4096
103946747904,103946752000,4096,4096
103946752000,103946756096,4096,4096
103946756096,103946760192,4096,4096
103946760192,103946764288,4096,4096
103946764288,103946768384,4096,4096
103946768384,103946772480,4096,4096
103946772480,103946776576,4096,4096
103946776576,103946780672,4096,4096
103946780672,103946784768,4096,4096
103946784768,103946788864,4096,4096
103946788864,103946792960,4096,4096
103946792960,103946797056,4096,4096
103946797056,103946801152,4096,4096
103946801152,103946805248,4096,4096
103946805248,103946809344,4096,4096
103946809344,103946813440,4096,4096
103946813440,103946817536,4096,4096
103946817536,103946821632,4096,4096
103946821632,103946825728,4096,4096
103946825728,103946829824,4096,4096
103946829824,103946833920,4096,4096
103946833920,103946838016,4096,4096
103946838016,103946842112,4096,4096
103946842112,103946846208,4096,4096
103946846208,103946850304,4096,4096
103946850304,103946854400,4096,4096
103946854400,103946858496,4096,4096
103946858496,103946862592,4096,4096
103946862592,103946866688,4096,4096
103946866688,103946870784,4096,4096
103946870784,103946874880,4096,4096
103946874880,103946878976,4096,4096
103946878976,103946883072,4096,4096
103946883072,103946887168,4096,4096
103946887168,103946891264,4096,4096
103946891264,103946895360,4096,4096
103946895360,103946899456,4096,4096
103946899456,103946903552,4096,4096
103946903552,103946907648,4096,4096
103946907648,103946911744,4096,4096
103946911744,103946915840,4096,4096
103946915840,103946919936,4096,4096
103946919936,103946924032,4096,4096
103946924032,103946928128,4096,4096
103946928128,103946932224,4096,4096
103946932224,103946936320,4096,4096
103946936320,103946940416,4096,4096
103946940416,103946944512,4096,4096
103946944512,103946948608,4096,4096
103946948608,103946952704,4096,4096
103946952704,103946956800,4096,4096
103946956800,103946960896,4096,4096
103946960896,103946964992,4096,4096
103946964992,103946969088,4096,4096
103946969088,103946973184,4096,4096
103946973184,103946977280,4096,4096
103946977280,103946981376,4096,4096
103946981376,103946985472,4096,4096
103946985472,103946989568,4096,4096
