t,t+1,delta,tokenized_data
104026058752,104026062848,4096,4096
104026062848,104026066944,4096,4096
104026066944,104026071040,4096,4096
104026071040,104026075136,4096,4096
104026075136,104026079232,4096,4096
104026079232,104026083328,4096,4096
104026083328,104026087424,4096,4096
104026087424,104026091520,4096,4096
104026091520,104026095616,4096,4096
104026095616,104026099712,4096,4096
104026099712,104026103808,4096,4096
104026103808,104026107904,4096,4096
104026107904,104026112000,4096,4096
104026112000,104026116096,4096,4096
104026116096,104026120192,4096,4096
104026120192,104026124288,4096,4096
104026124288,104026128384,4096,4096
104026128384,104026132480,4096,4096
104026132480,104026136576,4096,4096
104026136576,104026140672,4096,4096
104026140672,104026144768,4096,4096
104026144768,104026148864,4096,4096
104026148864,104026152960,4096,4096
104026152960,104026157056,4096,4096
104026157056,104026161152,4096,4096
104026161152,104026165248,4096,4096
104026165248,104026169344,4096,4096
104026169344,104026173440,4096,4096
104026173440,104026177536,4096,4096
104026177536,104026181632,4096,4096
104026181632,104026185728,4096,4096
104026185728,104026189824,4096,4096
104026189824,104026193920,4096,4096
104026193920,104026198016,4096,4096
104026198016,104026202112,4096,4096
104026202112,104026206208,4096,4096
104026206208,104026210304,4096,4096
104026210304,104026214400,4096,4096
104026214400,104026218496,4096,4096
104026218496,104026222592,4096,4096
104026222592,104026226688,4096,4096
104026226688,104026230784,4096,4096
104026230784,104026234880,4096,4096
104026234880,104026238976,4096,4096
104026238976,104026243072,4096,4096
104026243072,104026247168,4096,4096
104026247168,104026251264,4096,4096
104026251264,104026255360,4096,4096
104026255360,104026259456,4096,4096
104026259456,104026263552,4096,4096
104026263552,104026267648,4096,4096
104026267648,104026271744,4096,4096
104026271744,104026275840,4096,4096
104026275840,104026279936,4096,4096
104026279936,104026284032,4096,4096
104026284032,104026288128,4096,4096
104026288128,104026292224,4096,4096
104026292224,104026296320,4096,4096
104026296320,104026300416,4096,4096
104026300416,104026304512,4096,4096
104026304512,104026308608,4096,4096
104026308608,104026312704,4096,4096
104026312704,104026316800,4096,4096
104026316800,104026320896,4096,4096
104026320896,104026324992,4096,4096
104026324992,104026329088,4096,4096
104026329088,104026333184,4096,4096
104026333184,104026337280,4096,4096
104026337280,104026341376,4096,4096
104026341376,104026345472,4096,4096
104026345472,104026349568,4096,4096
104026349568,104026353664,4096,4096
104026353664,104026357760,4096,4096
104026357760,104026361856,4096,4096
104026361856,104026365952,4096,4096
104026365952,104026370048,4096,4096
104026370048,104026374144,4096,4096
104026374144,104026378240,4096,4096
104026378240,104026382336,4096,4096
104026382336,104026386432,4096,4096
104026386432,104026390528,4096,4096
104026390528,104026394624,4096,4096
104026394624,104026398720,4096,4096
104026398720,104026402816,4096,4096
104026402816,104026406912,4096,4096
104026406912,104026411008,4096,4096
104026411008,104026415104,4096,4096
104026415104,104026419200,4096,4096
104026419200,104026423296,4096,4096
104026423296,104026427392,4096,4096
104026427392,104026431488,4096,4096
104026431488,104026435584,4096,4096
104026435584,104026439680,4096,4096
104026439680,104026443776,4096,4096
104026443776,104026447872,4096,4096
104026447872,104026451968,4096,4096
104026451968,104026456064,4096,4096
104026456064,104026460160,4096,4096
104026460160,104026464256,4096,4096
104026464256,104026468352,4096,4096
104026468352,104026472448,4096,4096
104026472448,104026476544,4096,4096
104026476544,104026480640,4096,4096
104026480640,104026484736,4096,4096
104026484736,104026488832,4096,4096
104026488832,104026492928,4096,4096
104026492928,104026497024,4096,4096
104026497024,104026501120,4096,4096
104026501120,104026505216,4096,4096
104026505216,104026509312,4096,4096
104026509312,104026513408,4096,4096
104026513408,104026517504,4096,4096
104026517504,104026521600,4096,4096
104026521600,104026525696,4096,4096
104026525696,104026529792,4096,4096
104026529792,104026533888,4096,4096
104026533888,104026537984,4096,4096
104026537984,104026542080,4096,4096
104026542080,104026546176,4096,4096
104026546176,104026550272,4096,4096
104026550272,104026554368,4096,4096
104026554368,104026558464,4096,4096
104026558464,104026562560,4096,4096
104026562560,104026566656,4096,4096
104026566656,104026570752,4096,4096
104026570752,104026574848,4096,4096
104026574848,104026578944,4096,4096
104026578944,104026583040,4096,4096
104026583040,104026587136,4096,4096
104026587136,104026591232,4096,4096
104026591232,104026595328,4096,4096
104026595328,104026599424,4096,4096
104026599424,104026603520,4096,4096
104026603520,104026607616,4096,4096
104026607616,104026611712,4096,4096
104026611712,104026615808,4096,4096
104026615808,104026619904,4096,4096
104026619904,104026624000,4096,4096
104026624000,104026628096,4096,4096
104026628096,104026632192,4096,4096
104026632192,104026636288,4096,4096
104026636288,104026640384,4096,4096
104026640384,104026644480,4096,4096
104026644480,104026648576,4096,4096
104026648576,104026652672,4096,4096
104026652672,104026656768,4096,4096
104026656768,104026660864,4096,4096
104026660864,104026664960,4096,4096
104026664960,104026669056,4096,4096
104026669056,104026673152,4096,4096
104026673152,104026677248,4096,4096
104026677248,104026681344,4096,4096
104026681344,104026685440,4096,4096
104026685440,104026689536,4096,4096
104026689536,104026693632,4096,4096
104026693632,104026697728,4096,4096
104026697728,104026701824,4096,4096
104026701824,104026705920,4096,4096
104026705920,104026710016,4096,4096
104026710016,104026714112,4096,4096
104026714112,104026718208,4096,4096
104026718208,104026722304,4096,4096
104026722304,104026726400,4096,4096
104026726400,104026730496,4096,4096
104026730496,104026734592,4096,4096
104026734592,104026738688,4096,4096
104026738688,104026742784,4096,4096
104026742784,104026746880,4096,4096
104026746880,104026750976,4096,4096
104026750976,104026755072,4096,4096
104026755072,104026759168,4096,4096
104026759168,104026763264,4096,4096
104026763264,104026767360,4096,4096
104026767360,104026771456,4096,4096
104026771456,104026775552,4096,4096
104026775552,104026779648,4096,4096
104026779648,104026783744,4096,4096
104026783744,104026787840,4096,4096
104026787840,104026791936,4096,4096
104026791936,104026796032,4096,4096
104026796032,104026800128,4096,4096
104026800128,104026804224,4096,4096
104026804224,104026808320,4096,4096
104026808320,104026812416,4096,4096
104026812416,104026816512,4096,4096
104026816512,104026820608,4096,4096
104026820608,104026824704,4096,4096
104026824704,104026828800,4096,4096
104026828800,104026832896,4096,4096
104026832896,104026836992,4096,4096
104026836992,104026841088,4096,4096
104026841088,104026845184,4096,4096
104026845184,104026849280,4096,4096
104026849280,104026853376,4096,4096
104026853376,104026857472,4096,4096
104026857472,104026861568,4096,4096
104026861568,104026865664,4096,4096
104026865664,104026869760,4096,4096
104026869760,104026873856,4096,4096
104026873856,104026877952,4096,4096
104026877952,104026882048,4096,4096
104026882048,104026886144,4096,4096
104026886144,104026890240,4096,4096
104026890240,104026894336,4096,4096
104026894336,104026898432,4096,4096
104026898432,104026902528,4096,4096
104026902528,104026906624,4096,4096
104026906624,104026910720,4096,4096
104026910720,104026914816,4096,4096
104026914816,104026918912,4096,4096
104026918912,104026923008,4096,4096
104026923008,104026927104,4096,4096
104026927104,104026931200,4096,4096
104026931200,104026935296,4096,4096
104026935296,104026939392,4096,4096
104026939392,104026943488,4096,4096
104026943488,104026947584,4096,4096
104026947584,104026951680,4096,4096
104026951680,104026955776,4096,4096
104026955776,104026959872,4096,4096
104026959872,104026963968,4096,4096
104026963968,104026968064,4096,4096
104026968064,104026972160,4096,4096
104026972160,104026976256,4096,4096
104026976256,104026980352,4096,4096
104026980352,104026984448,4096,4096
104026984448,104026988544,4096,4096
104026988544,104026992640,4096,4096
104026992640,104026996736,4096,4096
104026996736,104027000832,4096,4096
104027000832,104027004928,4096,4096
104027004928,104027009024,4096,4096
104027009024,104027013120,4096,4096
104027013120,104027017216,4096,4096
104027017216,104027021312,4096,4096
104027021312,104027025408,4096,4096
104027025408,104027029504,4096,4096
104027029504,104027033600,4096,4096
104027033600,104027037696,4096,4096
104027037696,104027041792,4096,4096
104027041792,104027045888,4096,4096
104027045888,104027049984,4096,4096
104027049984,104027054080,4096,4096
104027054080,104027058176,4096,4096
104027058176,104027062272,4096,4096
104027062272,104027066368,4096,4096
104027066368,104027070464,4096,4096
104027070464,104027074560,4096,4096
104027074560,104027078656,4096,4096
104027078656,104027082752,4096,4096
104027082752,104027086848,4096,4096
104027086848,104027090944,4096,4096
104027090944,104027095040,4096,4096
104027095040,104027099136,4096,4096
104027099136,104027103232,4096,4096
104027103232,104027107328,4096,4096
104027107328,104027111424,4096,4096
104027111424,104027115520,4096,4096
104027115520,104027119616,4096,4096
104027119616,104027123712,4096,4096
104027123712,104018739200,-8384512,-1
104018739200,104020836352,2097152,2097152
104020836352,104020836352,0,0
104020836352,104014544896,-6291456,-6291456
104014544896,104016642048,2097152,2097152
104016642048,104010350592,-6291456,-6291456
104010350592,104010350592,0,0
104010350592,104012447744,2097152,2097152
104012447744,104012447744,0,0
104012447744,104006156288,-6291456,-6291456
104006156288,104008253440,2097152,2097152
104008253440,104001961984,-6291456,-6291456
104001961984,104004059136,2097152,2097152
104004059136,103997767680,-6291456,-6291456
103997767680,103999864832,2097152,2097152
103999864832,103993573376,-6291456,-6291456
103993573376,103993573376,0,0
103993573376,103993577472,4096,4096
103993577472,103993581568,4096,4096
103993581568,103993585664,4096,4096
103993585664,103993589760,4096,4096
103993589760,103993593856,4096,4096
103993593856,103993597952,4096,4096
103993597952,103993602048,4096,4096
103993602048,103993606144,4096,4096
103993606144,103993610240,4096,4096
103993610240,103993614336,4096,4096
103993614336,103993618432,4096,4096
103993618432,103993622528,4096,4096
103993622528,103993626624,4096,4096
103993626624,103993630720,4096,4096
103993630720,103993634816,4096,4096
103993634816,103993638912,4096,4096
103993638912,103993643008,4096,4096
103993643008,103993647104,4096,4096
103993647104,103993651200,4096,4096
103993651200,103993655296,4096,4096
103993655296,103993659392,4096,4096
103993659392,103993663488,4096,4096
103993663488,103993667584,4096,4096
103993667584,103993671680,4096,4096
103993671680,103993675776,4096,4096
103993675776,103993679872,4096,4096
103993679872,103993683968,4096,4096
103993683968,103993688064,4096,4096
103993688064,103993692160,4096,4096
103993692160,103993696256,4096,4096
103993696256,103993700352,4096,4096
103993700352,103993704448,4096,4096
103993704448,103993708544,4096,4096
103993708544,103993712640,4096,4096
103993712640,103993716736,4096,4096
103993716736,103993720832,4096,4096
103993720832,103993724928,4096,4096
103993724928,103993729024,4096,4096
103993729024,103993733120,4096,4096
103993733120,103993737216,4096,4096
103993737216,103993741312,4096,4096
103993741312,103993745408,4096,4096
103993745408,103993749504,4096,4096
103993749504,103993753600,4096,4096
103993753600,103993757696,4096,4096
103993757696,103993761792,4096,4096
103993761792,103993765888,4096,4096
103993765888,103993769984,4096,4096
103993769984,103993774080,4096,4096
103993774080,103993778176,4096,4096
103993778176,103993782272,4096,4096
103993782272,103993786368,4096,4096
103993786368,103993790464,4096,4096
103993790464,103993794560,4096,4096
103993794560,103993798656,4096,4096
103993798656,103993802752,4096,4096
103993802752,103993806848,4096,4096
103993806848,103993810944,4096,4096
103993810944,103993815040,4096,4096
103993815040,103993819136,4096,4096
103993819136,103993823232,4096,4096
103993823232,103993827328,4096,4096
103993827328,103993831424,4096,4096
103993831424,103993835520,4096,4096
103993835520,103993839616,4096,4096
103993839616,103993843712,4096,4096
103993843712,103993847808,4096,4096
103993847808,103993851904,4096,4096
103993851904,103993856000,4096,4096
103993856000,103993860096,4096,4096
103993860096,103993864192,4096,4096
103993864192,103993868288,4096,4096
103993868288,103993872384,4096,4096
103993872384,103993876480,4096,4096
103993876480,103993880576,4096,4096
103993880576,103993884672,4096,4096
103993884672,103993888768,4096,4096
103993888768,103993892864,4096,4096
103993892864,103993896960,4096,4096
103993896960,103993901056,4096,4096
103993901056,103993905152,4096,4096
103993905152,103993909248,4096,4096
103993909248,103993913344,4096,4096
103993913344,103993917440,4096,4096
103993917440,103993921536,4096,4096
103993921536,103993925632,4096,4096
103993925632,103993929728,4096,4096
103993929728,103993933824,4096,4096
103993933824,103993937920,4096,4096
103993937920,103993942016,4096,4096
103993942016,103993946112,4096,4096
103993946112,103993950208,4096,4096
103993950208,103993954304,4096,4096
103993954304,103993958400,4096,4096
103993958400,103993962496,4096,4096
103993962496,103993966592,4096,4096
103993966592,103993970688,4096,4096
103993970688,103993974784,4096,4096
103993974784,103993978880,4096,4096
103993978880,103993982976,4096,4096
103993982976,103993987072,4096,4096
103993987072,103993991168,4096,4096
103993991168,103993995264,4096,4096
103993995264,103993999360,4096,4096
103993999360,103994003456,4096,4096
103994003456,103994007552,4096,4096
103994007552,103994011648,4096,4096
103994011648,103994015744,4096,4096
103994015744,103994019840,4096,4096
103994019840,103994023936,4096,4096
103994023936,103994028032,4096,4096
103994028032,103994032128,4096,4096
103994032128,103994036224,4096,4096
103994036224,103994040320,4096,4096
103994040320,103994044416,4096,4096
103994044416,103994048512,4096,4096
103994048512,103994052608,4096,4096
103994052608,103994056704,4096,4096
103994056704,103994060800,4096,4096
103994060800,103994064896,4096,4096
103994064896,103994068992,4096,4096
103994068992,103994073088,4096,4096
103994073088,103994077184,4096,4096
103994077184,103994081280,4096,4096
103994081280,103994085376,4096,4096
103994085376,103994089472,4096,4096
103994089472,103994093568,4096,4096
103994093568,103994097664,4096,4096
103994097664,103994101760,4096,4096
103994101760,103994105856,4096,4096
103994105856,103994109952,4096,4096
103994109952,103994114048,4096,4096
103994114048,103994118144,4096,4096
103994118144,103994122240,4096,4096
103994122240,103994126336,4096,4096
103994126336,103994130432,4096,4096
103994130432,103994134528,4096,4096
103994134528,103994138624,4096,4096
103994138624,103994142720,4096,4096
103994142720,103994146816,4096,4096
103994146816,103994150912,4096,4096
103994150912,103994155008,4096,4096
103994155008,103994159104,4096,4096
103994159104,103994163200,4096,4096
103994163200,103994167296,4096,4096
103994167296,103994171392,4096,4096
103994171392,103994175488,4096,4096
103994175488,103994179584,4096,4096
103994179584,103994183680,4096,4096
103994183680,103994187776,4096,4096
103994187776,103994191872,4096,4096
103994191872,103994195968,4096,4096
103994195968,103994200064,4096,4096
103994200064,103994204160,4096,4096
103994204160,103994208256,4096,4096
103994208256,103994212352,4096,4096
103994212352,103994216448,4096,4096
103994216448,103994220544,4096,4096
103994220544,103994224640,4096,4096
103994224640,103994228736,4096,4096
103994228736,103994232832,4096,4096
103994232832,103994236928,4096,4096
103994236928,103994241024,4096,4096
103994241024,103994245120,4096,4096
103994245120,103994249216,4096,4096
103994249216,103994253312,4096,4096
103994253312,103994257408,4096,4096
103994257408,103994261504,4096,4096
103994261504,103994265600,4096,4096
103994265600,103994269696,4096,4096
103994269696,103994273792,4096,4096
103994273792,103994277888,4096,4096
103994277888,103994281984,4096,4096
103994281984,103994286080,4096,4096
103994286080,103994290176,4096,4096
103994290176,103994294272,4096,4096
103994294272,103994298368,4096,4096
103994298368,103994302464,4096,4096
103994302464,103994306560,4096,4096
103994306560,103994310656,4096,4096
103994310656,103994314752,4096,4096
103994314752,103994318848,4096,4096
103994318848,103994322944,4096,4096
103994322944,103994327040,4096,4096
103994327040,103994331136,4096,4096
103994331136,103994335232,4096,4096
103994335232,103994339328,4096,4096
103994339328,103994343424,4096,4096
103994343424,103994347520,4096,4096
103994347520,103994351616,4096,4096
103994351616,103994355712,4096,4096
103994355712,103994359808,4096,4096
103994359808,103994363904,4096,4096
103994363904,103994368000,4096,4096
103994368000,103994372096,4096,4096
103994372096,103994376192,4096,4096
103994376192,103994380288,4096,4096
103994380288,103994384384,4096,4096
103994384384,103994388480,4096,4096
103994388480,103994392576,4096,4096
103994392576,103994396672,4096,4096
103994396672,103994400768,4096,4096
103994400768,103994404864,4096,4096
103994404864,103994408960,4096,4096
103994408960,103994413056,4096,4096
103994413056,103994417152,4096,4096
103994417152,103994421248,4096,4096
103994421248,103994425344,4096,4096
103994425344,103994429440,4096,4096
103994429440,103994433536,4096,4096
103994433536,103994437632,4096,4096
103994437632,103994441728,4096,4096
103994441728,103994445824,4096,4096
103994445824,103994449920,4096,4096
103994449920,103994454016,4096,4096
103994454016,103994458112,4096,4096
103994458112,103994462208,4096,4096
103994462208,103994466304,4096,4096
103994466304,103994470400,4096,4096
103994470400,103994474496,4096,4096
103994474496,103994478592,4096,4096
103994478592,103994482688,4096,4096
103994482688,103994486784,4096,4096
103994486784,103994490880,4096,4096
103994490880,103994494976,4096,4096
103994494976,103994499072,4096,4096
103994499072,103994503168,4096,4096
103994503168,103994507264,4096,4096
103994507264,103994511360,4096,4096
103994511360,103994515456,4096,4096
103994515456,103994519552,4096,4096
103994519552,103994523648,4096,4096
103994523648,103994527744,4096,4096
103994527744,103994531840,4096,4096
103994531840,103994535936,4096,4096
103994535936,103994540032,4096,4096
103994540032,103994544128,4096,4096
103994544128,103994548224,4096,4096
103994548224,103994552320,4096,4096
103994552320,103994556416,4096,4096
103994556416,103994560512,4096,4096
103994560512,103994564608,4096,4096
103994564608,103994568704,4096,4096
103994568704,103994572800,4096,4096
103994572800,103994576896,4096,4096
103994576896,103994580992,4096,4096
103994580992,103994585088,4096,4096
103994585088,103994589184,4096,4096
103994589184,103994593280,4096,4096
103994593280,103994597376,4096,4096
103994597376,103994601472,4096,4096
103994601472,103994605568,4096,4096
103994605568,103994609664,4096,4096
103994609664,103994613760,4096,4096
103994613760,103994617856,4096,4096
103994617856,103994621952,4096,4096
103994621952,103994626048,4096,4096
103994626048,103994630144,4096,4096
103994630144,103994634240,4096,4096
103994634240,103994638336,4096,4096
103994638336,103994642432,4096,4096
103994642432,103994646528,4096,4096
103994646528,103994650624,4096,4096
103994650624,103994654720,4096,4096
103994654720,103994658816,4096,4096
103994658816,103994662912,4096,4096
103994662912,103994667008,4096,4096
103994667008,103994671104,4096,4096
103994671104,103994675200,4096,4096
103994675200,103994679296,4096,4096
103994679296,103994683392,4096,4096
103994683392,103994687488,4096,4096
103994687488,103994691584,4096,4096
103994691584,103994695680,4096,4096
103994695680,103994699776,4096,4096
103994699776,103994703872,4096,4096
103994703872,103994707968,4096,4096
103994707968,103994712064,4096,4096
103994712064,103994716160,4096,4096
103994716160,103994720256,4096,4096
103994720256,103994724352,4096,4096
103994724352,103994728448,4096,4096
103994728448,103994732544,4096,4096
103994732544,103994736640,4096,4096
103994736640,103994740736,4096,4096
103994740736,103994744832,4096,4096
103994744832,103994748928,4096,4096
103994748928,103994753024,4096,4096
103994753024,103994757120,4096,4096
103994757120,103994761216,4096,4096
103994761216,103994765312,4096,4096
103994765312,103994769408,4096,4096
103994769408,103994773504,4096,4096
103994773504,103994777600,4096,4096
103994777600,103994781696,4096,4096
103994781696,103994785792,4096,4096
103994785792,103994789888,4096,4096
103994789888,103994793984,4096,4096
103994793984,103994798080,4096,4096
103994798080,103994802176,4096,4096
103994802176,103994806272,4096,4096
103994806272,103994810368,4096,4096
103994810368,103994814464,4096,4096
103994814464,103994818560,4096,4096
103994818560,103994822656,4096,4096
103994822656,103994826752,4096,4096
103994826752,103994830848,4096,4096
103994830848,103994834944,4096,4096
103994834944,103994839040,4096,4096
103994839040,103994843136,4096,4096
103994843136,103994847232,4096,4096
103994847232,103994851328,4096,4096
103994851328,103994855424,4096,4096
103994855424,103994859520,4096,4096
103994859520,103994863616,4096,4096
103994863616,103994867712,4096,4096
103994867712,103994871808,4096,4096
103994871808,103994875904,4096,4096
103994875904,103994880000,4096,4096
103994880000,103994884096,4096,4096
103994884096,103994888192,4096,4096
103994888192,103994892288,4096,4096
103994892288,103994896384,4096,4096
103994896384,103994900480,4096,4096
103994900480,103994904576,4096,4096
103994904576,103994908672,4096,4096
103994908672,103994912768,4096,4096
103994912768,103994916864,4096,4096
103994916864,103994920960,4096,4096
103994920960,103994925056,4096,4096
103994925056,103994929152,4096,4096
103994929152,103994933248,4096,4096
103994933248,103994937344,4096,4096
103994937344,103994941440,4096,4096
103994941440,103994945536,4096,4096
103994945536,103994949632,4096,4096
103994949632,103994953728,4096,4096
103994953728,103994957824,4096,4096
103994957824,103994961920,4096,4096
103994961920,103994966016,4096,4096
103994966016,103994970112,4096,4096
103994970112,103994974208,4096,4096
103994974208,103994978304,4096,4096
103994978304,103994982400,4096,4096
103994982400,103994986496,4096,4096
103994986496,103994990592,4096,4096
103994990592,103994994688,4096,4096
103994994688,103994998784,4096,4096
103994998784,103995002880,4096,4096
103995002880,103995006976,4096,4096
103995006976,103995011072,4096,4096
103995011072,103995015168,4096,4096
103995015168,103995019264,4096,4096
103995019264,103995023360,4096,4096
103995023360,103995027456,4096,4096
103995027456,103995031552,4096,4096
103995031552,103995035648,4096,4096
103995035648,103995039744,4096,4096
103995039744,103995043840,4096,4096
103995043840,103995047936,4096,4096
103995047936,103995052032,4096,4096
103995052032,103995056128,4096,4096
103995056128,103995060224,4096,4096
103995060224,103995064320,4096,4096
103995064320,103995068416,4096,4096
103995068416,103995072512,4096,4096
103995072512,103995076608,4096,4096
103995076608,103995080704,4096,4096
103995080704,103995084800,4096,4096
103995084800,103995088896,4096,4096
103995088896,103995092992,4096,4096
103995092992,103995097088,4096,4096
103995097088,103995101184,4096,4096
103995101184,103995105280,4096,4096
103995105280,103995109376,4096,4096
103995109376,103995113472,4096,4096
103995113472,103995117568,4096,4096
103995117568,103995121664,4096,4096
103995121664,103995125760,4096,4096
103995125760,103995129856,4096,4096
103995129856,103995133952,4096,4096
103995133952,103995138048,4096,4096
103995138048,103995142144,4096,4096
103995142144,103995146240,4096,4096
103995146240,103995150336,4096,4096
103995150336,103995154432,4096,4096
103995154432,103995158528,4096,4096
103995158528,103995162624,4096,4096
103995162624,103995166720,4096,4096
103995166720,103995170816,4096,4096
103995170816,103995174912,4096,4096
103995174912,103995179008,4096,4096
103995179008,103995183104,4096,4096
103995183104,103995187200,4096,4096
103995187200,103995191296,4096,4096
103995191296,103995195392,4096,4096
103995195392,103995199488,4096,4096
103995199488,103995203584,4096,4096
103995203584,103995207680,4096,4096
103995207680,103995211776,4096,4096
103995211776,103995215872,4096,4096
103995215872,103995219968,4096,4096
103995219968,103995224064,4096,4096
103995224064,103995228160,4096,4096
103995228160,103995232256,4096,4096
103995232256,103995236352,4096,4096
103995236352,103995240448,4096,4096
103995240448,103995244544,4096,4096
103995244544,103995248640,4096,4096
103995248640,103995252736,4096,4096
103995252736,103995256832,4096,4096
103995256832,103995260928,4096,4096
103995260928,103995265024,4096,4096
103995265024,103995269120,4096,4096
103995269120,103995273216,4096,4096
103995273216,103995277312,4096,4096
103995277312,103995281408,4096,4096
103995281408,103995285504,4096,4096
103995285504,103995289600,4096,4096
103995289600,103995293696,4096,4096
103995293696,103995297792,4096,4096
103995297792,103995301888,4096,4096
103995301888,103995305984,4096,4096
103995305984,103995310080,4096,4096
103995310080,103995314176,4096,4096
103995314176,103995318272,4096,4096
103995318272,103995322368,4096,4096
103995322368,103995326464,4096,4096
103995326464,103995330560,4096,4096
103995330560,103995334656,4096,4096
103995334656,103995338752,4096,4096
103995338752,103995342848,4096,4096
103995342848,103995346944,4096,4096
103995346944,103995351040,4096,4096
103995351040,103995355136,4096,4096
103995355136,103995359232,4096,4096
103995359232,103995363328,4096,4096
103995363328,103995367424,4096,4096
103995367424,103995371520,4096,4096
103995371520,103995375616,4096,4096
103995375616,103995379712,4096,4096
103995379712,103995383808,4096,4096
103995383808,103995387904,4096,4096
103995387904,103995392000,4096,4096
103995392000,103995396096,4096,4096
103995396096,103995400192,4096,4096
103995400192,103995404288,4096,4096
103995404288,103995408384,4096,4096
103995408384,103995412480,4096,4096
103995412480,103995416576,4096,4096
103995416576,103995420672,4096,4096
103995420672,103995424768,4096,4096
103995424768,103995428864,4096,4096
103995428864,103995432960,4096,4096
103995432960,103995437056,4096,4096
103995437056,103995441152,4096,4096
103995441152,103995445248,4096,4096
103995445248,103995449344,4096,4096
103995449344,103995453440,4096,4096
103995453440,103995457536,4096,4096
103995457536,103995461632,4096,4096
103995461632,103995465728,4096,4096
103995465728,103995469824,4096,4096
103995469824,103995473920,4096,4096
103995473920,103995478016,4096,4096
103995478016,103995482112,4096,4096
103995482112,103995486208,4096,4096
103995486208,103995490304,4096,4096
103995490304,103995494400,4096,4096
103995494400,103995498496,4096,4096
103995498496,103995502592,4096,4096
103995502592,103995506688,4096,4096
103995506688,103995510784,4096,4096
103995510784,103995514880,4096,4096
103995514880,103995518976,4096,4096
103995518976,103995523072,4096,4096
103995523072,103995527168,4096,4096
103995527168,103995531264,4096,4096
103995531264,103995535360,4096,4096
103995535360,103995539456,4096,4096
103995539456,103995543552,4096,4096
103995543552,103995547648,4096,4096
103995547648,103995551744,4096,4096
103995551744,103995555840,4096,4096
103995555840,103995559936,4096,4096
103995559936,103995564032,4096,4096
103995564032,103995568128,4096,4096
103995568128,103995572224,4096,4096
103995572224,103995576320,4096,4096
103995576320,103995580416,4096,4096
103995580416,103995584512,4096,4096
103995584512,103995588608,4096,4096
103995588608,103995592704,4096,4096
103995592704,103995596800,4096,4096
103995596800,103995600896,4096,4096
103995600896,103995604992,4096,4096
103995604992,103995609088,4096,4096
103995609088,103995613184,4096,4096
103995613184,103995617280,4096,4096
103995617280,103995621376,4096,4096
103995621376,103995625472,4096,4096
103995625472,103995629568,4096,4096
103995629568,103995633664,4096,4096
103995633664,103995637760,4096,4096
103995637760,103995641856,4096,4096
103995641856,103995645952,4096,4096
103995645952,103995650048,4096,4096
103995650048,103995654144,4096,4096
103995654144,103995658240,4096,4096
103995658240,103995662336,4096,4096
103995662336,103995666432,4096,4096
103995666432,103995670528,4096,4096
103995670528,103995674624,4096,4096
103995674624,103995678720,4096,4096
103995678720,103995682816,4096,4096
103995682816,103995686912,4096,4096
103995686912,103995691008,4096,4096
103995691008,103995695104,4096,4096
103995695104,103995699200,4096,4096
103995699200,103995703296,4096,4096
103995703296,103995707392,4096,4096
103995707392,103995711488,4096,4096
103995711488,103995715584,4096,4096
103995715584,103995719680,4096,4096
103995719680,103995723776,4096,4096
103995723776,103995727872,4096,4096
103995727872,103995731968,4096,4096
103995731968,103995736064,4096,4096
103995736064,103995740160,4096,4096
103995740160,103995744256,4096,4096
103995744256,103995748352,4096,4096
103995748352,103995752448,4096,4096
103995752448,103995756544,4096,4096
103995756544,103995760640,4096,4096
103995760640,103995764736,4096,4096
103995764736,103995768832,4096,4096
103995768832,103995772928,4096,4096
103995772928,103995777024,4096,4096
103995777024,103995781120,4096,4096
103995781120,103995785216,4096,4096
103995785216,103995789312,4096,4096
103995789312,103995793408,4096,4096
103995793408,103995797504,4096,4096
103995797504,103995801600,4096,4096
103995801600,103995805696,4096,4096
103995805696,103995809792,4096,4096
103995809792,103995813888,4096,4096
103995813888,103995817984,4096,4096
103995817984,103995822080,4096,4096
103995822080,103995826176,4096,4096
103995826176,103995830272,4096,4096
103995830272,103995834368,4096,4096
103995834368,103995838464,4096,4096
103995838464,103995842560,4096,4096
103995842560,103995846656,4096,4096
103995846656,103995850752,4096,4096
103995850752,103995854848,4096,4096
103995854848,103995858944,4096,4096
103995858944,103995863040,4096,4096
103995863040,103995867136,4096,4096
103995867136,103995871232,4096,4096
103995871232,103995875328,4096,4096
103995875328,103995879424,4096,4096
103995879424,103995883520,4096,4096
103995883520,103995887616,4096,4096
103995887616,103995891712,4096,4096
103995891712,103995895808,4096,4096
103995895808,103995899904,4096,4096
103995899904,103995904000,4096,4096
103995904000,103995908096,4096,4096
103995908096,103995912192,4096,4096
103995912192,103995916288,4096,4096
103995916288,103995920384,4096,4096
103995920384,103995924480,4096,4096
103995924480,103995928576,4096,4096
103995928576,103995932672,4096,4096
103995932672,103995936768,4096,4096
103995936768,103995940864,4096,4096
103995940864,103995944960,4096,4096
103995944960,103995949056,4096,4096
103995949056,103995953152,4096,4096
103995953152,103995957248,4096,4096
103995957248,103995961344,4096,4096
103995961344,103995965440,4096,4096
103995965440,103995969536,4096,4096
103995969536,103995973632,4096,4096
103995973632,103995977728,4096,4096
103995977728,103995981824,4096,4096
103995981824,103995985920,4096,4096
103995985920,103995990016,4096,4096
103995990016,103995994112,4096,4096
103995994112,103995998208,4096,4096
103995998208,103996002304,4096,4096
103996002304,103996006400,4096,4096
103996006400,103996010496,4096,4096
